Date,Tesla Close Price,Tesla Volume,Nickel Close Price,Nickel Volume,Lithium Close Price,Lithium Volume,NASDAQ Close Price,NASDAQ Volume
2016-06-17,43.094002,15563000,606.5,36670.0,24.66,76000,4800.339844,2638220000
2016-06-20,43.939999,17777500,623.7,36090.0,25.08,172400,4837.209961,1779560000
2016-06-21,43.922001,22645000,620.3,38650.0,25.4,160200,4843.759765999999,1698080000
2016-06-22,39.332001,118712000,619.0,34160.0,25.139999,76400,4833.319824,1682220000
2016-06-23,39.279999,50653500,618.5,22580.0,25.620001000000002,78200,4910.040039,1738570000
2016-06-24,38.630001,35132500,608.3,35080.0,23.91,214500,4707.97998,4411040000
2016-06-27,39.709998999999996,36027000,606.6,33210.0,23.02,235600,4594.439941,2659650000
2016-06-28,40.358002,31062000,630.1,42100.0,24.129998999999998,129100,4691.870117,2074090000
2016-06-29,42.037997999999995,29974500,633.3,29340.0,24.65,141700,4779.25,2116550000
2016-06-30,42.456001,24215500,636.7,16520.0,24.99,268700,4842.669922,2171180000
2016-07-01,43.299999,27000000,671.1,50660.0,25.049999,118800,4862.569824,1745130000
2016-07-05,42.796001000000004,25876500,654.9,85660.0,24.809998999999998,157000,4822.899902,1690340000
2016-07-06,42.888,24599500,680.9,37390.0,24.450001,278900,4859.160156,1876090000
2016-07-07,43.188,18060000,654.7,61890.0,24.27,177400,4876.810059,1672770000
2016-07-08,43.355999,20374000,663.6,52040.0,24.969998999999998,99600,4956.759765999999,1947260000
2016-07-11,44.956001,27149000,674.8,42040.0,25.1,72100,4988.640136999999,1718450000
2016-07-12,44.93,22856500,701.4,55510.0,25.469998999999998,130800,5022.819824,1866280000
2016-07-13,44.506001,17835500,688.9,47040.0,25.469998999999998,96000,5005.72998,1650820000
2016-07-14,44.306,13379000,691.7,45280.0,25.66,65200,5034.060059,1641170000
2016-07-15,44.080002,11171000,686.5,46560.0,25.610001,80400,5029.589844,1610300000
2016-07-18,45.25,17060500,709.7,53750.0,25.700001,97300,5055.779785,1585570000
2016-07-19,45.051998,15575500,702.5,54120.0,25.110001,750700,5036.370117,1694740000
2016-07-20,45.672001,12842500,708.4,59290.0,25.17,83500,5089.930176,1877330000
2016-07-21,44.099998,22143500,718.0,69110.0,24.67,46600,5073.899902,1880310000
2016-07-22,44.453998999999996,12898500,696.4,53470.0,24.950001,102100,5100.160156,1639000000
2016-07-25,46.001999,22453500,705.9,37790.0,24.91,170000,5097.629883,1770620000
2016-07-26,45.902,17150000,694.7,37990.0,24.98,89600,5110.049805,2038060000
2016-07-27,45.698002,14445000,694.0,38040.0,24.85,108200,5139.810059,2122250000
2016-07-28,46.122002,12095500,715.3,37370.0,24.99,61000,5154.97998,1950910000
2016-07-29,46.958,15354000,701.4,17110.0,24.92,59900,5162.129883,2072640000
2016-08-01,46.001999,20081500,718.1,28690.0,24.690001000000002,74000,5184.200195,1866590000
2016-08-02,45.439999,19672000,716.4,36810.0,24.32,1007200,5137.72998,2142010000
2016-08-03,45.158001,19439000,720.4,38650.0,24.66,61000,5159.740234000001,1909470000
2016-08-04,46.122002,20735000,708.3,44860.0,24.92,79800,5166.25,1930000000
2016-08-05,46.006001,16026000,716.3,33710.0,25.17,68500,5221.120117,2017720000
2016-08-08,45.231998,11318000,721.2,23940.0,25.08,89100,5213.140136999999,1624450000
2016-08-09,45.816002000000005,11039000,721.2,28210.0,25.059998999999998,45900,5225.47998,1664320000
2016-08-10,45.130001,11691500,722.6,51470.0,25.02,43700,5204.580078,1651240000
2016-08-11,44.981998,9404500,716.0,25400.0,25.139999,63700,5228.399902,1511670000
2016-08-12,45.122002,9067500,688.7,47210.0,24.91,60700,5232.890136999999,1501620000
2016-08-15,45.118,10171500,,,24.93,77900,5262.02002,1533170000
2016-08-16,44.722,11335500,685.1,39900.0,24.700001,41800,5227.109863000001,1698390000
2016-08-17,44.647999,8935500,685.4,30600.0,24.450001,106300,5228.660156,1747890000
2016-08-18,44.702,8572500,689.6,25460.0,24.780001000000002,60400,5240.149902,1659080000
2016-08-19,45.0,8297500,694.2,22020.0,24.75,34000,5238.379883,1632740000
2016-08-22,44.585999,10327500,688.1,23350.0,24.67,49000,5244.600098,1560210000
2016-08-23,44.967999,23922000,684.1,20700.0,24.879998999999998,232000,5260.080078,1547050000
2016-08-24,44.523998,12853500,667.6,27350.0,24.610001,71000,5217.689941,1714780000
2016-08-25,44.192001,8812500,656.7,27360.0,24.74,54700,5212.200195,1511890000
2016-08-26,43.998001,11195000,656.8,28820.0,24.559998999999998,64400,5218.919922,1591060000
2016-08-29,43.040001000000004,16331500,659.8,9940.0,24.549999,78600,5232.330078,1416640000
2016-08-30,42.268002,15844500,655.4,23710.0,24.74,66200,5222.990234000001,1561020000
2016-08-31,42.402,16382500,650.7,14960.0,24.5,107900,5213.220215,1761770000
2016-09-01,40.153999,39715500,664.6,37210.0,24.690001000000002,49300,5227.209961,1592520000
2016-09-02,39.556,29887000,669.3,25510.0,25.01,58600,5249.899902,1474200000
2016-09-06,40.566002000000005,21953000,671.2,27890.0,25.389999,144300,5275.910156,1777940000
2016-09-07,40.341999,18204500,679.1,26410.0,25.48,64900,5283.930176,1878460000
2016-09-08,39.472,16889500,685.5,31250.0,25.360001,48200,5259.47998,1839790000
2016-09-09,38.894001,18785000,692.3,31590.0,24.4,147800,5125.910156,2208690000
2016-09-12,39.66,18576000,672.3,33550.0,24.540001,72200,5211.890136999999,2007610000
2016-09-13,39.209998999999996,17947000,662.5,20600.0,24.040001,62100,5155.25,2071460000
2016-09-14,39.282001,11272500,659.0,34480.0,24.120001000000002,57000,5173.77002,1902680000
2016-09-15,40.084,15386000,648.9,39250.0,24.52,37300,5249.689941,1950940000
2016-09-16,41.080002,15539000,651.6,33190.0,24.530001000000002,51500,5244.569824,3013860000
2016-09-19,41.268002,11497500,678.7,46050.0,24.459999,91300,5235.029785,1791120000
2016-09-20,40.928001,12052500,687.2,32900.0,24.26,26800,5241.350098,1695190000
2016-09-21,41.043999,13167500,690.3,26060.0,24.74,61200,5295.180176,1999690000
2016-09-22,41.285999,11914500,705.1,36160.0,24.629998999999998,37300,5339.52002,1882100000
2016-09-23,41.490002000000004,14526000,706.3,39400.0,24.299999,48600,5305.75,1761330000
2016-09-26,41.798,11972000,694.8,33180.0,24.200001,48800,5257.490234000001,1669520000
2016-09-27,41.161999,16866000,703.1,76940.0,24.389999,72400,5305.709961,1751060000
2016-09-28,41.254002,10442000,707.3,34510.0,24.700001,49800,5318.549805,1785470000
2016-09-29,40.139998999999996,13635000,693.8,39300.0,24.52,30800,5269.149902,1941170000
2016-09-30,40.806,12931500,699.1,17340.0,24.68,19000,5312.0,2059800000
2016-10-03,42.740002000000004,29999500,687.7,49210.0,24.59,29400,5300.870117,1604060000
2016-10-04,42.282001,17707500,671.7,44190.0,24.43,65200,5289.660156,1708990000
2016-10-05,41.692001,9387500,675.8,33350.0,24.690001000000002,43700,5316.02002,1753340000
2016-10-06,40.200001,23517000,684.5,30080.0,24.440001000000002,70000,5306.850098,1654020000
2016-10-07,39.321999,17465000,680.9,30480.0,24.26,41800,5292.399902,1646650000
2016-10-10,40.189999,16581500,699.9,35070.0,24.43,38200,5328.669922,1364150000
2016-10-11,40.02,11642000,697.7,17180.0,23.969998999999998,336700,5246.790039,1821680000
2016-10-12,40.301998,9853500,706.6,17620.0,23.889999,57600,5239.02002,1565940000
2016-10-13,40.048,12473000,696.4,36260.0,23.49,85200,5213.330078,1735310000
2016-10-14,39.301998,21349500,697.9,21950.0,23.639999,48800,5214.160156,1594480000
2016-10-17,38.792,22770500,688.1,26350.0,23.620001000000002,33800,5199.819824,1424270000
2016-10-18,39.82,28402500,695.4,21580.0,23.99,47700,5243.839844,1474430000
2016-10-19,40.712002000000005,34956000,685.8,29960.0,24.35,60200,5246.410156,1546960000
2016-10-20,39.82,25364500,675.2,21600.0,24.35,55800,5241.830078,1741820000
2016-10-21,40.018002,14717000,666.6,25040.0,24.32,22200,5257.399902,1649470000
2016-10-24,40.551998,13758000,677.6,29450.0,24.379998999999998,25600,5309.830078,1531970000
2016-10-25,40.467999,12225000,682.0,26600.0,24.309998999999998,27000,5283.399902,1579490000
2016-10-26,40.448002,28164000,681.2,24810.0,24.02,20100,5250.27002,1725900000
2016-10-27,40.801998,65468500,689.9,29130.0,23.83,31900,5215.970215,1918690000
2016-10-28,39.993999,21400500,692.4,23890.0,23.889999,18900,5190.100098,1895970000
2016-10-31,39.546001000000004,23461500,696.6,13340.0,24.08,34400,5189.140136999999,1707260000
2016-11-01,38.158001,35300000,697.2,24670.0,23.83,56300,5153.580078,1878650000
2016-11-02,37.604,21267000,690.9,19770.0,23.43,81500,5105.569824,2105870000
2016-11-03,37.484001,13265000,700.1,21890.0,24.030001000000002,55200,5058.410156,2107720000
2016-11-04,38.112,25730000,698.0,19410.0,23.92,26600,5046.370117,2015130000
2016-11-07,38.641998,19350500,747.7,57640.0,24.34,23100,5166.169922,1914310000
2016-11-08,38.987999,16338000,745.1,52580.0,24.280001000000002,18800,5193.490234000001,1736100000
2016-11-09,38.012001,40865500,771.4,47560.0,23.799999,55100,5251.069824,2824560000
2016-11-10,37.07,33751500,766.9,37050.0,23.610001,84400,5208.799805,2984360000
2016-11-11,37.712002000000005,19942500,757.7,80360.0,23.43,83700,5237.109863000001,2285050000
2016-11-14,36.290001000000004,32761000,769.4,17290.0,23.32,49700,5218.399902,2369190000
2016-11-15,36.754002,19510000,769.1,28520.0,23.75,35800,5275.620117,2156500000
2016-11-16,36.785999,17172000,769.9,26800.0,23.629998999999998,44500,5294.580078,2057140000
2016-11-17,37.731998,24435500,760.2,19290.0,23.77,24400,5333.970215,2081760000
2016-11-18,37.004002,26051500,740.7,28510.0,23.66,24100,5321.509765999999,1858610000
2016-11-21,36.903999,21805000,776.0,28800.0,23.85,74400,5368.859863000001,1745320000
2016-11-22,38.234001,28017000,773.9,24390.0,24.02,21900,5386.350098,1886800000
2016-11-23,38.627998,24459500,798.5,27630.0,24.049999,22100,5380.680176,1616740000
2016-11-25,39.330002,11830500,799.4,27600.0,24.18,24100,5398.919922,768070000
2016-11-28,39.223999,22646000,787.5,31880.0,24.280001000000002,28800,5368.810059,1625620000
2016-11-29,37.914001,22196500,763.9,23290.0,24.18,28700,5379.919922,1788790000
2016-11-30,37.880001,17735500,754.3,13860.0,24.610001,73700,5323.680176,2064430000
2016-12-01,36.375999,25632000,764.7,24540.0,24.59,66500,5251.109863000001,2264960000
2016-12-02,36.293999,20211500,781.5,27430.0,24.68,32300,5255.649902,1848930000
2016-12-05,37.360001000000004,20361000,790.4,24540.0,24.799999,50100,5308.890136999999,1798160000
2016-12-06,37.169998,16958000,786.0,22000.0,24.84,39200,5333.0,1974850000
2016-12-07,38.630001,27309500,768.8,27520.0,25.389999,111900,5393.759765999999,2122590000
2016-12-08,38.458,15970500,751.8,24020.0,25.790001,60100,5417.359863000001,2231070000
2016-12-09,38.436001,13612500,772.6,22310.0,25.559998999999998,78100,5444.5,2038700000
2016-12-12,38.486,12194500,762.7,11900.0,25.48,72000,5412.540039,1927560000
2016-12-13,39.630001,34119500,769.4,24280.0,25.360001,45100,5463.830078,2085710000
2016-12-14,39.737999,20754500,773.0,21150.0,24.93,69300,5436.669922,1974150000
2016-12-15,39.515999,16098000,763.4,21950.0,25.049999,33800,5456.850098,2095910000
2016-12-16,40.498001,18984500,758.3,22280.0,24.93,21600,5437.160156,3257750000
